query_id,aggregate_value,aggregate_reporter,reporter_power,standard_deviation,flagged,index,aggregate_report_index,height,micro_height,timestamp
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b88fafc4b4faa0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,201000,18952873282388500,False,436814,1,1503877,1503876,1725894827184
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5462335fdcef0000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,100981,44137461355989520,False,436815,1,1503886,1503885,1725894842683
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b58d311add50f0000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,99010,76324623073566080,False,436816,2,1503889,1503888,1725894847820
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b591a1f92b4910000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,201961,42325362440231270,False,436817,1,1503892,1503890,1725894853037
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b64344b55a0e10000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,102723,59437132680348910,False,436818,1,1503895,1503894,1725894858153
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6649338a2d300000,tellor1acw6u60hhkk80hdxea0hrtmzqg24d9xmtvz60w,1000,0,False,436819,0,1503898,1503896,1725894863301
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b72ea2bb7e6cb0000,tellor1zu97a4kcm7cs7cfl08mrhlfqyhzpr0vhsjp4el,197772,28175830855411748,False,436820,2,1503901,1503900,1725894868387
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b725c0fee27c70000,tellor1n9pj0v4rctsgamflf2z74y3wvpjjt62etd88ef,3004,9593290353304322,False,436821,2,1503904,1503902,1725894873397
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b71519bd3e19f8000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,100000,0,False,436822,0,1503907,1503906,1725894878624
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b723888fbb8060000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,198990,15163257252178652,False,436823,2,1503910,1503909,1725894883825
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b77e925cf9def0000,tellor1qmw05r7trwsmh0ds4sjrxy38zhdgsf90lhfpkz,196117,27429369902962852,False,436824,1,1503919,1503918,1725894899237
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b85ed6375b5140000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,200981,696938568119101,False,436825,1,1503922,1503921,1725894904328
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b7f679cf330a50000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,97029,0,False,436826,0,1503925,1503924,1725894909396
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b79fe0e042a3e0000,tellor1n9pj0v4rctsgamflf2z74y3wvpjjt62etd88ef,201926,177445346879780060,False,436827,1,1503928,1503927,1725894914582
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b74a6428e5bb78000,tellor1zu97a4kcm7cs7cfl08mrhlfqyhzpr0vhsjp4el,99965,64417618270826820,False,436828,0,1503931,1503930,1725894919714
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b72d8683eaeea8000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,98010,0,False,436829,0,1503934,1503933,1725894929904
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b700019d4bbf60000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,201098,239997511037115170,False,436830,2,1503937,1503936,1725894935198
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b76a96749b0260000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,97029,0,False,436831,0,1503940,1503939,1725894940255
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6bb2c27933970000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,198870,78110425997133470,False,436832,3,1503943,1503942,1725894945433
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b55d73c5172598000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,200000,632500000000000000,False,436833,0,1503949,1503948,1725894955728
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b53f79e888dac0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,100000,0,False,436834,0,1503952,1503951,1725894960748
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5a59de18a25a0000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,292079,77726702479506670,False,436835,2,1503955,1503954,1725894966035
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b671e5d38cbb60000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,196157,8479688670366572,False,436836,1,1503958,1503957,1725894971112
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b694508e68fe58000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,196059,0,False,436837,0,1503961,1503960,1725894976217
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6cf280ff21600000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,196059,164966662185314430,False,436838,1,1503964,1503963,1725894981303
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6cf280ff21600000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,200806,28620170093956844,False,436839,2,1503967,1503966,1725894986589
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b74b8060793980000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,100980,12744447828872218,False,436840,0,1503970,1503969,1725894991624
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6c7628ae9a3c8000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,197029,32496304926752684,False,436841,1,1503973,1503972,1725894996889
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6b8f3b86c3d60000,tellor1qmw05r7trwsmh0ds4sjrxy38zhdgsf90lhfpkz,98,0,False,436842,0,1503976,1503975,1725895002071
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5f35513de9bd0000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,196059,0,False,436843,0,1503979,1503978,1725895011853
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5b528eb9b0a10000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,294069,390943905162915500,False,436844,1,1503982,1503981,1725895017000
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b541b257afd6d0000,tellor13qul4f9mqvf2klm93g5euwsx5fwf9a2k6ljgt9,3703,92640830812989440,False,436845,1,1503985,1503984,1725895022403
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5178217cb21a0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,100098,625486057363724.6,False,436846,1,1503988,1503987,1725895027876
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b4aced407bdea0000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,98991,1981088981304601.8,False,436847,1,1503991,1503990,1725895033054
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b422261d7754b8000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,99752,64365045724117370,False,436848,1,1503994,1503993,1725895038251
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b3f268c7b12960000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,198990,27435474801104420,False,436849,2,1503997,1503996,1725895043358
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b38c44ceafde80000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,102059,8781203149224748,False,436850,2,1504000,1503999,1725895048855
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b4362205d63148000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,193088,0,False,436851,1,1504003,1504002,1725895054138
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b4e353e3b6fe28000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,100980,490171070341239.1,False,436852,0,1504006,1504005,1725895059415
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5c924d3f9e6a0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,198010,227488510681278720,False,436853,1,1504009,1504008,1725895064445
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5473f6d914cf8000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,197029,17498010345174522,False,436854,1,1504012,1504011,1725895071687
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b609896b647470000,tellor1zu97a4kcm7cs7cfl08mrhlfqyhzpr0vhsjp4el,97138,1048070737544901.6,False,436855,0,1504015,1504014,1725895076881
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b58af8abb654e0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,200069,17531336645678768,False,436856,1,1504018,1504017,1725895081863
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5a7d650b121b0000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,97029,0,False,436857,0,1504021,1504020,1725895087159
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6126b280064b0000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,104649,24661795394511270,False,436858,2,1504024,1504023,1725895092264
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b541b257afd6d0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,395049,443625448507961200,False,436859,1,1504027,1504026,1725895097322
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5cd95b247dec0000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,97127,1904912761451714,False,436860,1,1504033,1504032,1725895107559
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b576fcc3577850000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,100980,2941026422047434.5,False,436861,0,1504036,1504035,1725895112699
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b5eee43590a3b0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,394069,148374469927926980,False,436862,2,1504039,1504038,1725895117853
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b67be3c7bc29a8000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,198107,83275261185656180,False,436863,0,1504042,1504041,1725895123013
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b6d809cc8e0640000,tellor1zu97a4kcm7cs7cfl08mrhlfqyhzpr0vhsjp4el,97040,21007387243893748,False,436864,1,1504045,1504044,1725895128254
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b71635f4d19800000,tellor1qmw05r7trwsmh0ds4sjrxy38zhdgsf90lhfpkz,98,0,False,436865,0,1504048,1504047,1725895133344
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b7a8c29cde9420000,tellor1zlgrdhdaq3nwy5r37xdscx0yka2pn0hswlahpw,1078,8624393618641035,False,436866,1,1504054,1504053,1725895148098
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b8c96b0eaa9440000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,294069,221927411489507740,False,436867,1,1504057,1504056,1725895153036
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b9b4c914cef2e0000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,100000,0,False,436868,0,1504060,1504059,1725895158158
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b9d850073eb3e0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,100098,625486057363724.6,False,436869,1,1504063,1504062,1725895163316
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007ba21965b4531f0000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,99088,26394449144339908,False,436870,2,1504066,1504065,1725895168403
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007ba50377977df40000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,200000,15000000000000000,False,436871,0,1504072,1504071,1725895178712
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007ba9cd27438d768000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,99009,25507353569177730,False,436872,1,1504075,1504074,1725895183879
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007ba997dcd7e5d50000,tellor1u32umxc3kagfjun768tnr3r6tqsmwjkkycjqym,295039,59911279841577780,False,436873,1,1504078,1504077,1725895189011
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bbbe971d985590000,tellor1qmw05r7trwsmh0ds4sjrxy38zhdgsf90lhfpkz,98,0,False,436874,0,1504081,1504080,1725895194156
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bc0c4e4feccbc0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,196059,12497474407978366,False,436875,0,1504084,1504083,1725895199320
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bc26f385c09c80000,tellor1zlgrdhdaq3nwy5r37xdscx0yka2pn0hswlahpw,1961,34999995449250924,False,436876,0,1504087,1504086,1725895204542
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bc5a05824141f0000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,102723,44979451758101880,False,436877,1,1504090,1504089,1725895209649
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bc5a05824141f0000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,100000,0,False,436878,0,1504092,1504091,1725895214578
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bc6bc8fb792270000,tellor13qul4f9mqvf2klm93g5euwsx5fwf9a2k6ljgt9,5630,33208807104576736,False,436879,1,1504096,1504095,1725895221488
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007bbed383bcb02e0000,tellor1984t9h42enj3vjfvl3un7yr575a78qqdewuw39,197138,229526908780625400,False,436880,0,1504099,1504098,1725895226649
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007ba6e3156062a18000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,98990,15345767229245984,False,436881,1,1504102,1504101,1725895231803
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b99c5c4e221e30000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,198010,14999242462501894,False,436882,0,1504105,1504104,1725895236743
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b9a421d32a9068000,tellor1py3fsm6jflflpjfuqpe90lwwruyfvyulmtx79n,100000,0,False,436883,0,1504108,1504107,1725895241915
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b996cf3840a808000,tellor18hqzalryqwlgssmxk2zfg4v40zkel3gndtu4ew,195039,72499082922899310,False,436884,0,1504111,1504110,1725895246964
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b996cf3840a808000,tellor1zu97a4kcm7cs7cfl08mrhlfqyhzpr0vhsjp4el,96059,0,False,436885,0,1504114,1504113,1725895252248
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b9f0bccdeb8890000,tellor1zlgrdhdaq3nwy5r37xdscx0yka2pn0hswlahpw,980,0,False,436886,0,1504117,1504116,1725895257401
g6fz1IeGrCZnUDph6MQVQ47Ski64aikG5O5m2aLOSZI=,00000000000000000000000000000000000000000000007b9f0bccdeb8890000,tellor1s5n6e3jyjxf7e7qlxekjzjx2v60qq2ktys0kfw,100000,0,False,436887,0,1504120,1504118,1725895262590
